time;user;action;place
28-12-23 22:10:41;3l_shimizu;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:13:27;3l_shimizu;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:15:07;onizukal;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:15:07;onizukal;Join-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:15:13;beta bot;Join-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:15:17;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:15:17;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:15:32;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:15:33;nakyss;Join-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:16:04;onizukal;Left-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:16:04;onizukal;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:16:05;nakyss;Left-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:16:05;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:16:12;beta bot;Left-Voice-Channel;Serveur test de Nakyss / test
28-12-23 22:18:25;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:18:25;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:18:30;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:18:34;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:18:36;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:18:41;beta bot;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:19:03;beta bot;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:19:14;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:19:14;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:19:19;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:19:19;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:19:24;beta bot;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:19:28;beta bot;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:20:21;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:35:18;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:35:18;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:35:26;onizukal;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:35:26;onizukal;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:38:59;onizukal;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:38:59;onizukal;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:39:00;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 22:39:00;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 22:51:21;3l_shimizu;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:32:01;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:32:01;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:32:40;nakyss;Left-Voice-Channel;Serveur test de Nakyss / test
28-12-23 23:32:40;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:34:13;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:34:13;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:34:18;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:34:47;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:35:49;3l_shimizu;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:36:06;nakyss;Left-Voice-Channel;Serveur test de Nakyss / test
28-12-23 23:36:07;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:36:09;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:36:39;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:36:44;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:36:47;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:36:49;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:04;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:07;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:11;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:13;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:21;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:34;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:37:34;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:47:56;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
28-12-23 23:47:56;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:48:29;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:52:46;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:52:59;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:54:14;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:54:23;nakyss;Send-3-'test';Serveur test de Nakyss / général
28-12-23 23:54:59;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
28-12-23 23:55:06;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:00:43;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:00:43;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 00:06:01;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 00:06:09;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 00:06:20;nakyss;Left-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 00:06:20;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:06:28;onizukal;Left-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 00:06:28;onizukal;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:07:05;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:07:13;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:08:54;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:08:55;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:09:40;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:09:48;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:11:03;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:11:04;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:11:36;nakyss;Send-3-'test';Serveur test de Nakyss / général
29-12-23 00:11:49;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:11:56;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:16:02;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:16:19;onizukal;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 00:16:19;onizukal;Join-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 01:03:19;onizukal;Left-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 13:37:37;nakyss;Send-3-'test';Serveur test de Nakyss / général
29-12-23 13:38:44;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:39:00;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:39:08;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:39:15;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:42:43;nakyss;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:42:45;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:42:52;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:03;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:06;nakyss;Send-2-'test';Serveur test de Nakyss / général
29-12-23 13:43:11;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:16;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:24;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:33;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:43:40;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:51:31;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:52:01;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:52:19;beta bot;Join-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:52:49;beta bot;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:53:40;nakyss;Left-Voice-Channel;Serveur test de Nakyss / Général
29-12-23 13:58:36;nakyss;Join-Voice-Channel;Les Boys / OH C UN GATé
29-12-23 13:58:46;Bot2con;Play-music-start;Les Boys / OH C UN GATé
02-01-24 23:33:29;beta bot;Play-music-start;Serveur test de Nakyss / G�n�ral
02-01-24 23:33:58;beta bot;Play-music-start;Serveur test de Nakyss / G�n�ral
02-01-24 23:34:24;nakyss;Left-Voice-Channel;Serveur test de Nakyss / G�n�ral
06-01-24 02:11:34;nakyss;Join-Voice-Channel;Serveur test de Nakyss / G�n�ral
06-01-24 02:11:51;beta bot;Play-music-start;Serveur test de Nakyss / G�n�ral
06-01-24 02:12:27;beta bot;Play-music-start;Serveur test de Nakyss / G�n�ral
06-01-24 02:14:18;beta bot;Play-music-start;Serveur test de Nakyss / G�n�ral
08-01-24 19:48:14;nakyss;Join-Voice-Channel;Serveur test de Nakyss / G�n�ral
08-01-24 19:48:27;nakyss;Left-Voice-Channel;Serveur test de Nakyss / G�n�ral
08-01-24 19:48:33;beta bot;Play-music-but-nobody-in-channel;Serveur test de Nakyss / G�n�ral
